"course_title","is_paid_True","is_paid_False","price","num_subscribers","num_reviews","num_lectures","level_All Levels","level_Beginner Level","level_Intermediate Level","level_Expert Level","content_duration","subject_Business Finance","subject_Graphic Design","subject_Musical Instruments","subject_Web Development"
"WP Plugin Development - Build your own plugin!",1,0,200,5439,22,24,0,1,0,0,4,0,0,0,1
"Sass: From Beginner to Advanced",1,0,40,8059,231,39,1,0,0,0,2,0,0,0,1
"Build Flat Responsive Website from Scratch - Complete Course",1,0,35,12105,144,54,1,0,0,0,7.5,0,0,0,1
"Wordpress for Beginners - Build a Live Website from Scratch",1,0,20,3877,92,15,0,1,0,0,1.5,0,0,0,1
"Essential JavaScript, jQuery and AngularJS Training",1,0,30,2919,136,70,0,0,1,0,7,0,0,0,1
"The Pro Ruby on Rails Starter",1,0,45,2409,90,19,0,1,0,0,2.5,0,0,0,1
"Unit Testing AngularJS: Build Bugfree Apps That Always Work!",1,0,25,2083,213,23,1,0,0,0,2.5,0,0,0,1
"WordPress Blog : Create a WordPress Website for Beginners",1,0,20,2076,8,20,0,1,0,0,2,0,0,0,1
"Introduction to HTML5 Canvas basics of drawing",1,0,200,2918,16,17,0,1,0,0,1,0,0,0,1
"Thoughtful Web Development Course: HTML, Vue.js, PHP, MySQL",1,0,200,842,144,536,1,0,0,0,25,0,0,0,1
"Kids Coding - Beginners CSS",1,0,100,7130,30,17,1,0,0,0,1,0,0,0,1
"PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly",1,0,50,5549,92,143,1,0,0,0,15.5,0,0,0,1
"Learning Path: Magento: Master and Test Magento 2 with Ease",1,0,200,155,9,37,0,0,0,1,6,0,0,0,1
"The Complete hapiJS Course - Go From Beginner To Advanced!",1,0,195,1697,64,54,1,0,0,0,6,0,0,0,1
"Ruby On Rails For Web Development",1,0,195,2526,185,24,0,1,0,0,5,0,0,0,1
"Create eye-catching WordPress website from scratch",1,0,30,2342,15,19,0,1,0,0,4.5,0,0,0,1
"Become A Web Developer And Seller - Build Websites With HTML",1,0,200,21730,61,35,0,1,0,0,2.5,0,0,0,1
"WordPress Tips and Tricks",1,0,200,1117,10,37,0,0,1,0,2.5,0,0,0,1
"HTML Tutorials : HTML Code for Website Creating",1,0,20,2401,15,27,1,0,0,0,3,0,0,0,1
"Complete HTML5 and CSS3 Course +1 Start to Finish Project",1,0,200,3887,81,94,1,0,0,0,8.5,0,0,0,1
"Web Development With HTML CSS BOOTSTRAP JQUERY for Beginners",1,0,35,1156,4,59,0,1,0,0,5,0,0,0,1
"HTML5 Specialist: Comprehensive HTML5 Training",1,0,100,1385,188,83,1,0,0,0,5,0,0,0,1
"CSS and CSS3 For Absolute Beginners",1,0,75,10890,212,33,0,1,0,0,5,0,0,0,1
"Build a Complete JQuery Plugin (Image Pop-up Dialog)",1,0,20,1126,10,12,1,0,0,0,1,0,0,0,1
"How to create HTML Forms",1,0,30,3652,60,7,0,1,0,0,0.666666666666667,0,0,0,1
"ReactJS and Flux: Learn By Building 10 Projects",1,0,60,1723,258,60,1,0,0,0,11,0,0,0,1
"How To Make A Business Website In 1 Day With Wix FAST & EASY",1,0,20,3759,24,25,0,1,0,0,4,0,0,0,1
"PHP Date and Time Course by Edwin Diaz",1,0,40,1653,53,14,1,0,0,0,1.5,0,0,0,1
"Start Your Own Forum Website in 15 Minutes ",1,0,40,5387,38,15,1,0,0,0,1,0,0,0,1
"Hit the ground running with AngularJS with Dion Yang",1,0,100,4563,49,13,1,0,0,0,1.5,0,0,0,1
"Learn CSS Transition and Animation ",1,0,100,3757,28,20,1,0,0,0,1,0,0,0,1
"Learn JavaScript from scratch",1,0,20,4193,92,44,0,1,0,0,2.5,0,0,0,1
"WordPress for Beginners - Tutorial - From Novice to Know-How",1,0,20,3694,48,39,0,1,0,0,4,0,0,0,1
"RESTful API with Laravel",1,0,45,1905,228,57,1,0,0,0,6,0,0,0,1
"Learn Ruby on Rails for Absolute Beginners",1,0,195,2875,20,36,1,0,0,0,4.5,0,0,0,1
"JavaScript Tutorial",1,0,180,613,93,37,1,0,0,0,4.5,0,0,0,1
"Shopping Cart Website from Scratch Ecommerce",1,0,200,633,39,54,0,1,0,0,4,0,0,0,1
"Learn By Example: Angular JS",1,0,50,1515,32,60,1,0,0,0,7,0,0,0,1
"The Complete front end web developer Bootcamp - 14 projects",1,0,200,900,129,126,1,0,0,0,18.5,0,0,0,1
"WordPress LMS: E-Learning Website Made Easy",1,0,20,2382,22,16,1,0,0,0,1.5,0,0,0,1
"Create An HTML5 Video Player From Scratch",0,1,0,32260,1005,12,0,1,0,0,1.5,0,0,0,1
"In Depth Web Development Made Easy",1,0,25,3249,27,60,1,0,0,0,6.5,0,0,0,1
"Jquery :basics for beginners",1,0,50,1274,34,15,1,0,0,0,0.666666666666667,0,0,0,1
"Web Development By Doing: HTML / CSS From Scratch",0,1,0,72932,2575,21,0,1,0,0,1,0,0,0,1
"Build Your First Website in 1 Week with HTML5 and CSS3",0,1,0,120291,5924,30,0,1,0,0,3,0,0,0,1
"ASP.NET Core MVC, Quick and Practical",1,0,20,387,5,30,0,0,1,0,2.5,0,0,0,1
"Better way towards CSS using Less and Sass",1,0,20,2227,44,26,1,0,0,0,1.5,0,0,0,1
"JavaScript Complete for beginners with real world Apps",1,0,120,2652,33,40,1,0,0,0,3.5,0,0,0,1
"Creating a Responsive HTML Email",1,0,20,2520,183,34,1,0,0,0,1.5,0,0,0,1
"Angular 2 Demystified",1,0,20,3150,69,49,1,0,0,0,3.5,0,0,0,1
"Learn HTML Fast and Easy!",1,0,20,4011,24,17,0,1,0,0,1.5,0,0,0,1
"How To Setup a Micro-Blog in 3 Easy Steps",1,0,25,6937,22,7,1,0,0,0,1,0,0,0,1
"Ruby on Rails for Complete Beginners",1,0,35,4839,129,84,0,1,0,0,4,0,0,0,1
"Wordpress for Non-Technical People",1,0,150,2346,10,65,0,1,0,0,4.5,0,0,0,1
"ASP NET CORE - ANGULAR 2 E-Commerce App",1,0,200,897,129,171,1,0,0,0,13,0,0,0,1
"Introductory JavaScript Made Easy Training Tutorial",1,0,20,9381,138,131,0,1,0,0,11,0,0,0,1
"Become a Heroku Rails Ninja: Expert Level Deployment Tools",1,0,50,7090,52,30,0,0,1,0,8.5,0,0,0,1
"Complete RESPONSIVE Website Design with HTML5 & CSS3",1,0,20,2204,6,97,0,1,0,0,9,0,0,0,1
"Pimcore Developer: Implement a Blog from a Bootstrap Theme",1,0,95,1212,15,39,1,0,0,0,4.5,0,0,0,1
"Inspirational Web Development - A Beginner Approach -",1,0,20,5328,47,28,0,1,0,0,3.5,0,0,0,1
"Learn HTML, A practical guide from scratch to HTML 5",1,0,100,5715,52,31,1,0,0,0,3,0,0,0,1
"JavaScript Tutorial: Learn JavaScript Code for Beginners",1,0,20,2074,14,22,0,1,0,0,1.5,0,0,0,1
"Website Secrets: Get a Gorgeous Website on the Cheap",1,0,50,12328,15,32,1,0,0,0,2,0,0,0,1
"Ultimate WordPress Plugin Course",1,0,100,4537,415,49,1,0,0,0,9,0,0,0,1
"PHP for Beginners: How to Build an E-Commerce Store",1,0,100,5117,463,138,1,0,0,0,14.5,0,0,0,1
"Build Realtime Apps | React Js, Golang & RethinkDB",1,0,60,3854,482,48,1,0,0,0,3,0,0,0,1
"Master Electron: Desktop Apps using HTML, JavaScript & CSS",1,0,165,1902,224,47,0,0,1,0,5.5,0,0,0,1
"The Complete Web Developer Masterclass: Beginner To Advanced",1,0,195,37141,1813,316,1,0,0,0,51,0,0,0,1
"Mastering Micro Services Using Java Spring Boot",1,0,195,1649,34,25,1,0,0,0,2,0,0,0,1
"How to Create A Website: An HTML Tutorial and CSS Tutorial",1,0,65,3012,260,330,1,0,0,0,32.5,0,0,0,1
"The Advanced Web Developer Course",1,0,100,6890,99,90,0,0,1,0,10.5,0,0,0,1
"Projects in MongoDB - Learn MongoDB Building Projects",1,0,50,4628,247,93,1,0,0,0,12,0,0,0,1
"Learning JavaScript Programming Tutorial. A Definitive Guide",1,0,50,17113,380,93,1,0,0,0,9.5,0,0,0,1
"The Complete JavaScript, HTML and CSS Tutorial For Beginners",1,0,35,244,44,21,0,1,0,0,3,0,0,0,1
"Build Modern Responsive Website With HTML5, CSS3 & Bootstrap",1,0,195,1472,210,110,1,0,0,0,13,0,0,0,1
"The Complete JavaScript Course For Web Development Beginners",1,0,195,31499,450,46,1,0,0,0,4,0,0,0,1
"Email Marketing: Send Unlimited Emails via Own Mail Server",1,0,35,3539,43,20,0,1,0,0,1,0,0,0,1
"Getting started with JavaScript",1,0,200,1415,17,23,0,1,0,0,1.5,0,0,0,1
"Learn the basics of the Web development: Coding Tactics",1,0,40,2965,17,30,0,1,0,0,2,0,0,0,1
"RESTful API with Laravel 5.4: Definitive Guide",1,0,145,655,95,195,1,0,0,0,12.5,0,0,0,1
"Learn AngularJS Step By Step",1,0,20,18777,1112,21,0,0,1,0,1.5,0,0,0,1
"Learn React : The World's Most Lucrative JavaScript Library",1,0,50,1591,99,74,0,1,0,0,9.5,0,0,0,1
"Master Regular Expressions from scratch - All languages",1,0,70,1925,27,38,1,0,0,0,2,0,0,0,1
"Try AngularJS: Beginner's Guide to Front End Web Development",1,0,50,16926,126,33,0,1,0,0,4.5,0,0,0,1
"JavaScript Step by Step how to apply it to your web pages",1,0,100,13406,78,44,1,0,0,0,1.5,0,0,0,1
"Explore JavaScript Beginners Guide to Coding JavaScript",1,0,200,5739,26,29,0,1,0,0,2.5,0,0,0,1
"Learn Web Scraping with Node.js",1,0,75,16731,137,10,1,0,0,0,1,0,0,0,1
"Getting Started with WordPress 2016",1,0,20,1613,21,20,0,1,0,0,1,0,0,0,1
"Learn HTML5 Programming From Scratch",0,1,0,268923,8629,45,1,0,0,0,10.5,0,0,0,1
"Getting Started with LESS - Beginner Crash Course",1,0,25,1780,69,21,0,1,0,0,1.5,0,0,0,1
"Master ECMAScript 2015 (ES6)",0,1,0,7438,441,37,1,0,0,0,2.5,0,0,0,1
"Learn to Setup Websites from Scratch",0,1,0,21087,154,24,0,1,0,0,3.5,0,0,0,1
"Create Fast RESTful APIs with Lumen and Homestead by Laravel",1,0,60,1157,105,31,1,0,0,0,3,0,0,0,1
"Build Modern Websites Quick With HTML,CSS and Bootstrap",1,0,20,912,17,48,0,1,0,0,4.5,0,0,0,1
"Twitter Integration customize Tweets with developer API",1,0,115,2039,7,19,1,0,0,0,1,0,0,0,1
"Build a Responsive Website with a Modern Flat Design",0,1,0,16527,354,17,1,0,0,0,2,0,0,0,1
"The Ultimate WordPress Boot Camp: Build 7 Websites",1,0,125,1000,74,140,0,0,1,0,11,0,0,0,1
"Master the Basics of HTML5 & CSS3: Beginner Web Development",0,1,0,26541,750,38,0,1,0,0,3,0,0,0,1
"Become A Full Stack Web Developer in 14 Days",1,0,195,467,20,126,1,0,0,0,13.5,0,0,0,1
"Projects In ReactJS - The Complete React Learning Course",1,0,50,947,108,56,0,0,1,0,8,0,0,0,1
"Beginning Web development Learn the basics of HTML",1,0,95,9832,71,59,0,1,0,0,2,0,0,0,1
"Step by Step Build Your Template by Bootstrap 4 from scratch",1,0,80,2184,15,24,0,1,0,0,3,0,0,0,1
"Hosting your static website on Amazon AWS S3 service",1,0,20,2853,47,16,0,1,0,0,1.5,0,0,0,1
"JavaScript Rockstar How to create Incredible Useful code",1,0,75,16590,51,27,1,0,0,0,2.5,0,0,0,1
"Spring Core DevOps on AWS",1,0,100,1626,115,78,0,0,1,0,6.5,0,0,0,1
"How to Create a Website Without Coding - WordPress 2016",1,0,195,9056,96,31,0,1,0,0,1.5,0,0,0,1
"PHP Graphic Techniques: CAPTCHA/ Create a verification code",1,0,20,8320,73,11,1,0,0,0,0.716666666666667,0,0,0,1
"Introductory To HTML and CSS",1,0,50,4106,112,15,0,1,0,0,1,0,0,0,1
"Learn how to convert PSD to HTML and CSS responsive",1,0,30,5324,52,14,1,0,0,0,2.5,0,0,0,1
"PHP User Login Registration Script With All Features",1,0,200,5603,46,47,1,0,0,0,4,0,0,0,1
"AJAX : Let's build a COOL project",1,0,70,4183,292,38,1,0,0,0,3.5,0,0,0,1
"Advanced WordPress Topics: Post Types Taxonomies & Metaboxes",1,0,95,301,44,91,0,0,1,0,7.5,0,0,0,1
"Laravel Homestead",0,1,0,3883,110,9,0,1,0,0,1,0,0,0,1
"The Complete TypeScript Programming Guide for Web Developers",1,0,40,236,31,35,0,0,1,0,4,0,0,0,1
"JavaScript with BackboneJS and Bootstrap CSS - Advanced",1,0,25,1758,37,16,0,0,1,0,3.5,0,0,0,1
"Ruby on Rails Tutorial: Learn 6 Ruby on Rails SEO Techniques",1,0,200,1266,16,21,1,0,0,0,2,0,0,0,1
"XML DOM :basics for beginners",1,0,35,920,1,7,1,0,0,0,0.7,0,0,0,1
"Learn HTML Basics From Scratch",0,1,0,5004,52,21,1,0,0,0,3,0,0,0,1
"Byte-Sized-Chunks: Dynamic Prototypes in Javascript",1,0,20,880,6,24,1,0,0,0,3,0,0,0,1
"Build Websites from Scratch with Squarespace",1,0,50,342,53,60,0,1,0,0,3.5,0,0,0,1
"Introduction to web programming for GIS applications",1,0,100,205,38,97,0,1,0,0,13.5,0,0,0,1
"Java Spring Security",1,0,40,527,63,11,0,0,1,0,2.5,0,0,0,1
"Responsive Html5 Theme Development",1,0,20,1517,4,12,1,0,0,0,1,0,0,0,1
"What’s New in Bootstrap 4",1,0,20,130,14,20,1,0,0,0,0.616666666666667,0,0,0,1
"ReactJS Course: Learn JavaScript Library Used by Facebook&IG",1,0,50,1018,33,41,0,0,1,0,3,0,0,0,1
"Building a Ruby on Rails Application with Neo4j",0,1,0,4830,38,7,0,0,1,0,0.533333333333333,0,0,0,1
"Sara Learns to Code.  Making an App from Scratch",1,0,60,402,20,35,0,1,0,0,4,0,0,0,1
"Ajax  for Beginners: A Very Basic Introduction",1,0,65,755,5,18,0,1,0,0,2,0,0,0,1
"Wordpress Essentials: Useful Plugins",1,0,25,1087,7,24,0,1,0,0,1,0,0,0,1
"Django by Example",1,0,125,170,21,78,0,0,0,1,9,0,0,0,1
"Build A Great Wordpress Website For Your Business in 2 Hours",1,0,35,1054,4,26,1,0,0,0,2,0,0,0,1
"Wordpress on AWS: The Easy way to AWS for Free Fast hosting ",1,0,40,245,23,36,1,0,0,0,1,0,0,0,1
"Mastering TypeScript",1,0,95,353,34,41,0,0,0,1,3,0,0,0,1
"Mastering AngularJS UI Development",1,0,95,464,26,22,0,0,0,1,1.5,0,0,0,1
"Custom Theme Creation for WordPress using HTML5 and CSS3",1,0,35,298,20,24,0,1,0,0,1.5,0,0,0,1
"Create a PHP Contact Form in Bootstrap",1,0,20,2238,65,12,1,0,0,0,1,0,0,0,1
"Introduction To Data Analytics Using Microsoft Power BI",1,0,45,1764,33,16,1,0,0,0,1.5,0,0,0,1
"HTML Made Simple For Beginners: Create a One Page Website",1,0,65,3380,50,16,0,1,0,0,2,0,0,0,1
"The Complete Web Developer Masterclass: Beginner To Advanced",1,0,20,1030,11,30,1,0,0,0,2.5,0,0,0,1
"Website Builder Software Previews",1,0,25,1406,12,20,0,1,0,0,1,0,0,0,1
"Learn How to Create Your Own Social Network",1,0,50,4732,5,14,1,0,0,0,2,0,0,0,1
"Learn By Example: The Foundations of HTML, CSS & Javascript",1,0,50,1724,72,94,1,0,0,0,13,0,0,0,1
"JavaScript manipulation of the DOM Document Object Model",1,0,20,1618,46,20,0,1,0,0,1.5,0,0,0,1
"Create Jekyll blog and host it on Github like a Ninja",1,0,20,5056,74,11,0,1,0,0,2,0,0,0,1
"Learn React JS from scratch",1,0,115,1562,42,34,0,1,0,0,4,0,0,0,1
"Web Security: Common Vulnerabilities And Their Mitigation",1,0,50,1547,30,56,1,0,0,0,8,0,0,0,1
"PHP for Beginners",1,0,40,2626,95,135,0,1,0,0,6,0,0,0,1
"Make a professional website - 30 Day Guarantee. Discounted!",1,0,20,11167,34,13,1,0,0,0,2,0,0,0,1
"Symfony 3: Build a PHP Application with Symfony",1,0,20,466,11,25,1,0,0,0,2,0,0,0,1
"Learn ASP.Net Web API 2 for Absolute Beginner",1,0,30,1355,14,29,1,0,0,0,3.5,0,0,0,1
"Build a Website in 30 Minutes",1,0,95,5065,40,12,0,1,0,0,0.533333333333333,0,0,0,1
"Google Blogger : How to Create a Blog",1,0,20,1763,17,30,0,1,0,0,2,0,0,0,1
"How to Make a Website Without Coding- WordPress & Web Skills",1,0,30,6413,107,123,1,0,0,0,9,0,0,0,1
"Learn WCF And Web APIs From Scratch",1,0,50,5398,358,83,0,0,1,0,10.5,0,0,0,1
"How To Build A Website From Scratch + Blogging Blueprint",1,0,20,7017,37,28,1,0,0,0,3.5,0,0,0,1
"Learn To Create Different Website Layouts & Media Queries ",1,0,195,6510,45,22,1,0,0,0,2,0,0,0,1
"Build Sign Up and Login Forms With Bootstrap Modal",1,0,20,1898,19,31,1,0,0,0,4,0,0,0,1
"Build a Real Time web app in node.js , Angular.js, mongoDB",1,0,20,3299,166,34,1,0,0,0,4,0,0,0,1
"Superb jQuery Course - Become Certified jQuery Developer",1,0,95,817,6,32,1,0,0,0,1.5,0,0,0,1
"How To Build A Facebook Messenger Chat Bot From Scratch",1,0,120,1798,20,24,0,1,0,0,1.5,0,0,0,1
"Build Your Own Calculator App with Javascript, HTML5 & CSS",1,0,50,3688,49,11,1,0,0,0,1,0,0,0,1
"The Complete WordPress Development & Customization Course",1,0,100,1611,165,157,0,0,0,1,12.5,0,0,0,1
"HTML CSS Easy steps to create a web template from scratch",1,0,200,11574,78,15,0,1,0,0,1,0,0,0,1
"Learn jQuery AJAX in 1 hour",1,0,195,2547,62,18,0,0,1,0,1,0,0,0,1
"Develop Competitive Plugins for WordPress and WooCommerce",1,0,150,2063,18,12,1,0,0,0,1,0,0,0,1
"Get Results - Core Principles of Web Development Tricks Tips",1,0,75,22355,54,26,1,0,0,0,1.5,0,0,0,1
"JSON Faster Sleeker & Easier Discover the benefits learn it",1,0,200,8577,69,31,1,0,0,0,1.5,0,0,0,1
"Get to know HTML Learn HTML Basics",1,0,200,10674,102,26,0,1,0,0,2,0,0,0,1
"Ultimate Css & JQuery Form Designing From Beginner to Expert",1,0,115,783,5,13,1,0,0,0,1,0,0,0,1
"PHP: Complete Registration and Login with Email Verification",1,0,20,12781,145,22,1,0,0,0,2.5,0,0,0,1
"JavaScript from Beginner to Expert",1,0,125,5484,439,92,1,0,0,0,12.5,0,0,0,1
"Build a website HTML5 CSS3 Beginner Course",1,0,150,7884,44,28,0,1,0,0,2,0,0,0,1
"Learn Ruby on Rails: Stripe Payment Processing",1,0,40,15724,33,29,1,0,0,0,1.5,0,0,0,1
"WordPress For Beginners | No Coding Required",1,0,20,3106,31,13,1,0,0,0,1,0,0,0,1
"jQuery For Beginners : A Basic Introduction",1,0,65,6293,165,8,0,1,0,0,1,0,0,0,1
"WordPress Plugins and Widgets",1,0,40,8711,29,12,0,1,0,0,1,0,0,0,1
"PHP Essential How to create build Amazing websites with PHP",1,0,75,8067,30,44,0,1,0,0,3.5,0,0,0,1
"HTML CSS JavaScript: Most popular ways to code HTML CSS JS",1,0,170,9332,172,33,1,0,0,0,3.5,0,0,0,1
"Bootstrap 3 Beginners: Create a Professional Landing Page",1,0,20,3271,278,54,0,1,0,0,2.5,0,0,0,1
"Introduction to Node.js for Beginners",1,0,125,1367,17,58,0,1,0,0,6,0,0,0,1
"Introduction to Coding with Ruby",1,0,45,5077,126,66,0,1,0,0,3.5,0,0,0,1
"Complete PHP and MySql Course: From Beginner to Professional",1,0,200,6508,137,90,1,0,0,0,6.5,0,0,0,1
"Angular JS Essentials",1,0,195,4687,99,24,0,1,0,0,4,0,0,0,1
"How To Setup Web Hosting",0,1,0,11758,242,8,0,1,0,0,1,0,0,0,1
"Web Application Development using Redis, Express, and Socket",1,0,200,300,16,66,0,1,0,0,6,0,0,0,1
"How to Start a WordPress Blog - Complete Beginners Guide!",0,1,0,3784,85,32,0,1,0,0,2,0,0,0,1
"CSS3 Gradients for Web Designers",1,0,20,1209,9,21,1,0,0,0,1.5,0,0,0,1
"Learn ASP NET MVC 5 step by step",1,0,20,1428,91,32,0,0,1,0,3,0,0,0,1
"Tumult Hype Pro Basics: HTML5 Animations Made Easier",1,0,50,716,32,57,0,1,0,0,4,0,0,0,1
"Web Hosting Set Up and WordPress Installation For Beginners",0,1,0,12563,239,11,0,1,0,0,0.566666666666667,0,0,0,1
"Ruby on Rails 4---A Test-Driven Approach",1,0,100,1518,55,122,0,1,0,0,19,0,0,0,1
"AJAX :basics for beginners",1,0,35,1241,23,9,1,0,0,0,0.566666666666667,0,0,0,1
"Let's JavaScript!  Code a calculator",1,0,35,380,10,30,0,1,0,0,2,0,0,0,1
"JavaScript from Beginner to Advanced",1,0,195,395,18,57,1,0,0,0,17,0,0,0,1
"WordPress Theme Academy with Bootstrap",1,0,20,1169,110,64,0,0,1,0,7.5,0,0,0,1
"Building a eCommerce Startup in 4 Hours [Livestream]",1,0,50,1114,8,23,0,1,0,0,3,0,0,0,1
"Responsive PHP Registration Form: From Scratch",1,0,95,5738,9,35,1,0,0,0,4,0,0,0,1
"A-Frame WebVR Programming Tutorial Series (Virtual Reality)",1,0,40,6648,16,22,0,1,0,0,1.5,0,0,0,1
"Learn Bootstrap And Make Responsive Websites",1,0,25,1605,10,32,1,0,0,0,3.5,0,0,0,1
"HTML Web Development Crash Course",1,0,20,4848,33,17,0,1,0,0,1.5,0,0,0,1
"Bootstrap Basics: Program Responsive Websites",1,0,75,4743,393,28,1,0,0,0,3,0,0,0,1
"Projects with JSON and APIs",1,0,20,1520,34,23,1,0,0,0,2,0,0,0,1
"Web Design HTML CSS How to Create a Website from Scratch",1,0,50,3601,28,22,0,1,0,0,2,0,0,0,1
"Create Complete Sign up System using PHP, jQuery and Ajax",1,0,200,4033,40,25,1,0,0,0,3,0,0,0,1
"Adobe Flash for Beginners - Build Flash Website From Scratch",1,0,200,17071,17,15,1,0,0,0,1.5,0,0,0,1
"Learn Complete WordPress for Building a Professional Sites",1,0,80,13708,92,62,1,0,0,0,9,0,0,0,1
"Devtools 2017: Beginner to Expert w/ Chrome Developer Tools",1,0,125,430,54,39,1,0,0,0,2.5,0,0,0,1
"Bootstrap Essential Training - Create Your Very Own Website",1,0,20,2643,34,83,1,0,0,0,9,0,0,0,1
"Angular 2 Jump Start With Typescript",1,0,20,1731,90,74,1,0,0,0,4,0,0,0,1
"Learn Plugin Development in WordPress By Building  Projects",1,0,60,1313,121,62,1,0,0,0,11,0,0,0,1
"Build Your Startup with No Coding (Design, Develop & Ship)",1,0,30,775,245,82,1,0,0,0,8,0,0,0,1
"The Web Developers Guide: Learn HTML & CSS Fundamentals",1,0,20,2243,27,97,1,0,0,0,7,0,0,0,1
"Learn PHP Programming for Absolute Beginners - Lite",1,0,20,2749,62,7,1,0,0,0,0.683333333333333,0,0,0,1
"Learn Drupal 8 - With a Live Project",1,0,55,2012,15,59,1,0,0,0,3.5,0,0,0,1
"Supreme NodeJS Course - For Beginners",1,0,200,1080,37,76,1,0,0,0,3.5,0,0,0,1
"CSS3 for beginners",1,0,195,3831,15,25,0,1,0,0,1.5,0,0,0,1
"Javascript for beginners",1,0,75,2071,57,14,0,1,0,0,1.5,0,0,0,1
"Become a Bootstrap Expert: Build 20 Layouts!",1,0,35,2755,57,179,1,0,0,0,17.5,0,0,0,1
"PHP : Learn to upload files to Amazon S3 and use CloudFront",1,0,50,1216,36,28,1,0,0,0,3,0,0,0,1
"PHP MySQL: Learn PHP MySQL with Project",1,0,20,2314,77,25,1,0,0,0,2,0,0,0,1
"How to Set Up a Self-Hosted Wordpress Website in 30 Minutes",0,1,0,8770,261,13,0,1,0,0,0.533333333333333,0,0,0,1
"Projects in Django and Python",1,0,60,1764,53,28,1,0,0,0,6.5,0,0,0,1
"Create, Update and Manage Your Own Website Using Drupal 7",1,0,120,2837,68,49,1,0,0,0,7,0,0,0,1
"Learn HTML - The programming language to build a webpage!",1,0,25,1655,39,19,0,1,0,0,1,0,0,0,1
"Learn To Program JavaScript (in ten easy steps)",1,0,75,2721,96,44,0,1,0,0,5.5,0,0,0,1
"Bootstrap :basics for beginners",1,0,40,1152,20,14,1,0,0,0,1,0,0,0,1
"Introduction to CSS Development",0,1,0,15493,415,25,0,1,0,0,2,0,0,0,1
"PHP :basics for beginners",1,0,45,1562,4,12,1,0,0,0,1.5,0,0,0,1
"Beginning Oracle WebLogic for Administrators",0,1,0,9786,989,7,0,1,0,0,0.7,0,0,0,1
"Build an HTML5 and CSS3 Website in 35 Minutes",1,0,20,1904,25,17,0,1,0,0,0.7,0,0,0,1
"Angular 2 Routing: Up And Running",0,1,0,3357,84,13,0,0,1,0,0.616666666666667,0,0,0,1
"Advanced Prezi: Make Amazing Presentations ",1,0,30,2200,25,12,1,0,0,0,1,0,0,0,1
"1 hour jQuery",1,0,100,5456,133,25,0,1,0,0,1,0,0,0,1
"The WpFASTER WordPress Speed Optimization Master Course",1,0,175,2134,215,55,1,0,0,0,7,0,0,0,1
"How to Build Your Own Website with WordPress: A Step-by-Step Guide ",1,0,95,4675,15,56,1,0,0,0,6,0,0,0,1
"Build Apps with ReactJS: The Complete Course",1,0,40,1433,145,34,1,0,0,0,5.5,0,0,0,1
"Learn SASS: from beginner to expert",1,0,20,1734,9,13,0,1,0,0,1,0,0,0,1
"The complete HTML5 course",1,0,20,3461,11,23,0,1,0,0,1.5,0,0,0,1
"Create a Responsive Website with Bootstrap 3",1,0,50,4076,39,22,0,0,1,0,3,0,0,0,1
"Lerning PHP by building website",1,0,185,567,63,34,1,0,0,0,8,0,0,0,1
"Learn PHP Object Oriented Features with Simple Examples",1,0,20,1723,28,7,1,0,0,0,1,0,0,0,1
"Crash Course - Learn to Create a PHP MVC Framework",1,0,50,1282,117,12,1,0,0,0,1,0,0,0,1
"JSON :basics for beginners",1,0,45,2052,18,8,1,0,0,0,0.55,0,0,0,1
"CSSCasts; CSS libraries Plugins Tips & Tricks for Developers",1,0,200,1874,40,224,1,0,0,0,44.5,0,0,0,1
"Complete Guide to Front-End Web Development and Design",1,0,200,1119,111,204,0,1,0,0,16.5,0,0,0,1
"Build Ajax Web Apps with Laravel 5.2, Bootstrap and jQuery",1,0,100,1023,131,44,1,0,0,0,5,0,0,0,1
"Javascript for Beginners",1,0,20,3697,195,48,1,0,0,0,3,0,0,0,1
"MongooseJS Essentials - Learn MongoDB for Node.js",0,1,0,21682,1106,8,0,1,0,0,0.733333333333333,0,0,0,1
"Regular Expressions for Beginners - Universal",1,0,100,1975,141,36,1,0,0,0,3,0,0,0,1
"Learn Redis from Scratch",1,0,40,553,84,31,0,0,1,0,3,0,0,0,1
"WordPress Plugin Development -> Deep dive discovery!",1,0,40,2650,19,39,1,0,0,0,2,0,0,0,1
"Learn Ajax and jquery with PHP",1,0,20,2964,8,9,0,1,0,0,1.5,0,0,0,1
"Create a business website with WordPress",1,0,50,1624,31,38,1,0,0,0,4,0,0,0,1
"DesktopServer : Install WordPress Locally  - Work Anywhere!",1,0,65,1640,22,29,0,1,0,0,2,0,0,0,1
"Understand PHP Arrays and HTTP Request in a Better Way",1,0,35,1627,38,7,1,0,0,0,0.583333333333333,0,0,0,1
"Mastering CSS",1,0,95,1815,249,42,0,0,0,1,5,0,0,0,1
"The Complete Wordpress Theme Development Guide",1,0,25,1011,2,19,0,1,0,0,2,0,0,0,1
"The Complete HMTL5 Course - Go From Beginner To Advanced!",1,0,95,2430,15,36,1,0,0,0,2,0,0,0,1
"Learn Jquery from Scratch 2-Hour Training ",1,0,20,5318,56,13,0,1,0,0,1.5,0,0,0,1
"How to Create a Wordpress Website from Scratch - No Coding",1,0,20,7018,28,38,1,0,0,0,3,0,0,0,1
